Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Converted
3,21.9884,0,0.0,20,1491.3916,0.02048,0.045509,5.996989,0.0,May,1,2,1,10,New_Visitor,False,0
1,20.6544,2,20.1186,13,793.5246,0.021518,0.054762,6.475082,0.0,Sep,6,2,4,11,Returning_Visitor,False,0
2,23.6126,1,15.1715,48,1294.8211,0.009794,0.017291,6.409308,0.0,Nov,1,2,2,2,Returning_Visitor,False,0
3,35.106,2,131.7381,33,1341.6848,0.012107,0.043829,15.792488,0.0,Dec,1,1,3,18,Returning_Visitor,True,1
3,41.9303,2,47.0411,23,862.3454,0.034952,0.062199,0.0,0.0,May,1,1,2,16,New_Visitor,False,0
1,47.4765,1,16.5433,12,244.476,0.024443,0.066856,0.0,0.0,June,8,1,1,1,New_Visitor,False,0
1,25.0111,0,0.0,2,34.3828,0.030204,0.088074,7.34771,0.0,Mar,1,4,8,9,Returning_Visitor,False,0
4,110.3342,1,9.8335,21,203.0828,0.0,0.063432,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,False,0
1,9.0273,0,0.0,46,987.8953,0.0,0.018588,9.997216,0.0,Nov,1,11,2,17,Returning_Visitor,False,1
3,62.9264,1,11.0228,24,177.6004,0.015799,0.045252,2.780265,0.0,Nov,5,1,4,12,New_Visitor,False,0
0,0.0,0,0.0,11,473.4419,0.032252,0.098542,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,0
2,40.9154,1,8.5502,15,116.4582,0.005951,0.037653,4.575697,0.0,Dec,6,2,3,2,Returning_Visitor,False,0
0,0.0,2,24.3684,6,74.7752,0.03354,0.096716,0.0,0.0,Mar,6,1,3,7,Returning_Visitor,False,0
3,52.3674,1,25.6565,17,299.5252,0.022384,0.016967,17.61581,0.0,May,3,1,5,7,Returning_Visitor,False,0
2,30.5928,1,27.3646,16,367.2287,0.017029,0.007276,4.981017,0.0,June,1,2,1,7,Returning_Visitor,False,0
0,0.0,0,0.0,18,1572.65,0.006222,0.067691,0.0,0.0,June,7,1,1,8,Returning_Visitor,False,0
3,47.1661,0,0.0,25,633.1631,0.008469,0.048636,0.0,0.0,Nov,2,1,2,3,New_Visitor,True,0
5,58.1703,0,0.0,18,1799.1234,0.024837,0.052423,11.177578,0.0,Aug,2,2,2,10,Returning_Visitor,False,1
5,89.422,2,68.8753,41,1573.3095,0.000136,0.018735,3.150925,0.0,Mar,2,2,6,6,Returning_Visitor,False,0
1,25.0024,0,0.0,25,152.1321,0.012819,0.050583,0.0,1.0,Mar,3,13,1,15,Returning_Visitor,False,0
2,38.3728,2,45.0453,10,129.3798,0.045643,0.086495,0.0,0.0,June,7,1,4,16,Returning_Visitor,False,0
0,0.0,0,0.0,5,44.4986,0.033458,0.099648,0.0,0.0,Oct,7,1,2,5,New_Visitor,False,0
5,41.9242,2,145.9478,46,3443.2325,0.00912,0.034366,0.0,0.0,June,2,2,2,3,Returning_Visitor,True,0
0,0.0,3,41.0732,10,446.2104,0.029335,0.080482,0.0,0.0,May,1,2,3,7,Returning_Visitor,False,0
1,15.3178,0,0.0,10,496.6704,0.023689,0.089296,0.0,0.0,Mar,5,1,1,3,Returning_Visitor,False,0
0,0.0,0,0.0,14,965.1085,0.020867,0.047877,12.283931,0.4,Nov,1,1,1,9,Returning_Visitor,False,1
1,14.2836,0,0.0,7,151.3889,0.015076,0.049655,0.0,0.0,May,2,1,5,19,Returning_Visitor,True,0
1,16.3748,0,0.0,8,160.7179,0.057833,0.110923,0.0,0.8,June,1,1,6,8,Returning_Visitor,True,0
1,21.0697,0,0.0,22,310.2401,0.008267,0.054026,0.0,0.0,May,1,1,1,18,Returning_Visitor,False,0
1,88.9064,0,0.0,9,447.9632,0.021266,0.079784,0.0,0.0,May,2,1,4,15,Returning_Visitor,True,0
1,78.8732,2,34.2966,21,773.7944,0.00489,0.064392,5.890277,1.0,May,3,1,3,18,Returning_Visitor,False,0
4,27.0156,0,0.0,18,517.649,0.027574,0.055291,5.593401,0.0,Mar,7,2,3,1,Returning_Visitor,False,0
2,37.2164,0,0.0,13,401.2292,0.019399,0.018216,0.0,0.0,Oct,5,1,6,15,New_Visitor,False,0
4,74.4799,0,0.0,21,1106.4926,0.024493,0.037145,49.366026,0.0,May,2,2,3,3,Returning_Visitor,False,1
2,36.7757,0,0.0,20,322.8769,0.037946,0.05398,40.041864,0.0,May,1,5,6,13,New_Visitor,True,1
0,0.0,0,0.0,7,46.4721,0.02397,0.09094,25.582937,0.0,Dec,2,1,2,3,Returning_Visitor,False,1
1,30.5513,0,0.0,8,391.6069,0.0192,0.085201,0.0,0.0,May,1,1,1,18,Returning_Visitor,False,0
1,21.5587,0,0.0,14,90.2466,0.036005,0.059792,0.0,0.0,June,2,1,1,11,Returning_Visitor,False,0
3,24.9628,0,0.0,33,1033.8741,0.014768,0.017377,14.333893,0.0,May,5,1,4,12,Returning_Visitor,False,1
3,70.3347,1,23.9182,25,760.2944,0.038822,0.054783,0.0,0.0,May,2,1,2,2,Returning_Visitor,False,0
1,34.43,0,0.0,18,706.8661,0.014001,0.083374,0.0,0.0,Feb,1,6,2,7,Returning_Visitor,False,0
2,20.8492,2,44.5232,33,4191.8054,0.015505,0.024094,162.369599,0.0,Nov,3,1,5,2,Returning_Visitor,False,1
1,26.2944,0,0.0,4,225.3299,0.040864,0.068287,0.0,0.0,May,1,1,4,18,Returning_Visitor,True,0
1,50.3097,1,7.9379,8,202.81,0.061502,0.09481,0.0,0.0,Oct,1,1,5,16,Returning_Visitor,True,0
2,57.949,0,0.0,13,348.6713,0.006316,0.026151,0.0,0.0,Dec,3,1,1,13,New_Visitor,False,0
2,38.4979,0,0.0,16,154.1445,0.034746,0.066246,0.0,0.0,Feb,1,1,7,20,New_Visitor,True,0
0,0.0,0,0.0,19,486.5098,0.035618,0.065515,6.761578,0.0,Sep,2,4,2,18,Returning_Visitor,False,0
1,14.3028,1,21.752,16,403.8836,0.035679,0.032031,0.0,0.0,Mar,4,1,4,1,Returning_Visitor,True,0
2,108.324,1,8.3011,25,562.1364,0.009933,0.056868,0.0,0.0,May,1,2,2,18,Returning_Visitor,False,0
0,0.0,0,0.0,13,340.8759,0.029757,0.063974,0.0,0.6,Nov,2,1,1,4,Returning_Visitor,False,0
1,25.5212,2,21.1972,24,1762.6743,0.004767,0.050713,8.780254,0.0,Mar,2,2,3,3,Returning_Visitor,False,0
1,32.1698,0,0.0,9,748.5634,0.025558,0.076148,0.0,0.0,Dec,2,10,1,11,Returning_Visitor,True,0
4,111.9839,0,0.0,8,385.3023,0.035998,0.051186,0.0,1.0,Jul,7,1,1,13,Returning_Visitor,True,0
4,88.1624,0,0.0,13,669.433,0.030952,0.021463,0.0,0.0,May,5,2,1,19,New_Visitor,False,0
2,45.7338,1,13.5514,20,873.6067,0.028029,0.028797,4.087499,0.0,Feb,1,2,2,11,Returning_Visitor,True,0
0,0.0,1,35.1262,7,169.0451,0.048796,0.113348,0.0,0.0,Jul,2,1,1,11,Returning_Visitor,False,0
3,42.5876,0,0.0,15,93.7398,0.009775,0.040123,0.0,0.0,May,1,1,9,2,New_Visitor,True,0
2,29.5002,0,0.0,34,1210.294,0.00598,0.004234,118.588093,0.0,May,1,1,1,8,Returning_Visitor,False,1
3,111.0538,0,0.0,12,212.2158,0.012295,0.013142,0.0,0.0,May,1,1,6,5,Returning_Visitor,False,0
3,21.4958,1,16.1572,13,470.2283,0.027178,0.051821,0.0,0.0,Feb,1,1,2,17,New_Visitor,False,0
1,18.8741,0,0.0,11,1032.3962,0.043573,0.054606,0.0,0.0,Dec,2,2,5,8,New_Visitor,False,0
1,6.1995,0,0.0,26,2282.4556,0.02871,0.064773,5.940321,0.0,May,2,1,7,16,Returning_Visitor,True,0
0,0.0,0,0.0,17,304.9746,0.005261,0.063344,0.0,0.0,May,1,2,3,2,Returning_Visitor,False,0
1,23.2597,0,0.0,14,385.931,0.017602,0.05037,32.166588,0.0,Nov,4,1,3,17,Returning_Visitor,False,1
0,0.0,1,46.0823,9,103.8776,0.060475,0.073509,27.529176,0.0,Oct,4,1,4,13,Returning_Visitor,False,0
1,21.0739,0,0.0,23,675.692,0.024157,0.063346,0.0,0.0,Nov,3,1,9,5,Returning_Visitor,False,0
4,24.367,0,0.0,19,406.3593,0.033154,0.070969,0.0,0.0,Dec,1,2,1,16,Returning_Visitor,True,0
2,70.109,0,0.0,27,886.4086,0.031218,0.027768,21.380342,0.0,Mar,1,1,3,14,Returning_Visitor,False,0
2,13.9927,0,0.0,26,389.0494,0.0,0.030466,18.11304,0.0,May,1,3,3,13,Returning_Visitor,True,1
4,108.3484,1,36.7051,36,480.3065,0.0,0.048704,21.535288,0.0,Sep,1,2,6,4,Returning_Visitor,False,0
8,229.1346,2,56.8564,26,878.3649,0.011567,0.056051,0.0,0.0,Mar,6,1,1,10,Returning_Visitor,False,0
0,0.0,0,0.0,4,78.8666,0.029573,0.076872,0.0,0.4,Oct,2,1,4,10,Returning_Visitor,True,0
1,6.8173,3,47.0765,17,627.4546,0.014869,0.044434,0.0,0.0,Feb,2,7,2,5,Returning_Visitor,False,0
1,5.8043,0,0.0,6,169.4158,0.03871,0.073524,0.0,0.0,Nov,2,1,5,17,Returning_Visitor,False,0
1,13.8116,0,0.0,9,613.4812,0.034544,0.105153,0.0,0.0,Oct,2,2,1,13,Returning_Visitor,False,0
3,55.3618,1,17.3897,7,221.6417,0.04119,0.072756,0.0,0.0,Jul,6,2,6,16,Returning_Visitor,False,0
1,49.4249,1,9.0368,21,538.0214,0.039962,0.037179,7.606005,0.6,May,1,2,1,20,Returning_Visitor,False,0
0,0.0,0,0.0,9,319.0974,0.05362,0.08097,185.658792,0.0,Dec,4,2,7,12,Returning_Visitor,False,0
3,106.1193,0,0.0,22,966.1647,0.0,0.023796,34.394996,0.0,Oct,2,1,3,7,Returning_Visitor,False,1
1,49.7531,0,0.0,18,421.6457,0.002513,0.04288,22.786464,0.0,Nov,1,2,7,16,Returning_Visitor,False,0
3,140.3043,0,0.0,34,1576.7883,0.00443,0.005283,1.988795,0.0,Nov,2,4,1,12,Returning_Visitor,False,0
5,243.6889,0,0.0,28,1265.2569,0.0,0.00441,35.058577,0.0,Feb,2,3,7,2,Returning_Visitor,False,0
1,47.7944,0,0.0,26,1326.6903,0.0,0.031672,7.862869,0.0,Mar,1,1,3,7,New_Visitor,False,0
1,7.737,2,53.6169,12,1361.3465,0.05743,0.080664,0.0,0.0,Mar,1,3,1,17,Returning_Visitor,False,0
2,37.4052,0,0.0,7,389.2394,0.028437,0.082617,8.101755,0.0,Sep,2,2,9,12,Returning_Visitor,False,0
2,24.3653,0,0.0,8,113.6359,0.032231,0.090678,0.0,0.0,Aug,3,1,1,16,Returning_Visitor,False,0
2,46.2394,1,7.7697,18,346.9536,0.023624,0.054009,21.897745,0.0,May,2,2,1,20,Returning_Visitor,False,0
2,7.5042,0,0.0,16,375.9626,0.016135,0.052552,0.0,0.0,Dec,1,2,1,15,Returning_Visitor,False,0
5,146.1632,0,0.0,11,80.4983,0.053043,0.092566,0.0,0.0,Mar,2,3,3,7,Returning_Visitor,False,0
2,20.1161,0,0.0,31,440.3244,0.011323,0.048112,66.908768,0.4,Nov,5,2,4,3,Returning_Visitor,True,1
5,31.7375,0,0.0,24,986.5823,0.013917,0.037275,2.414211,0.0,May,6,4,2,5,Returning_Visitor,False,0
1,41.0777,0,0.0,11,445.8785,0.038009,0.065687,0.0,0.0,May,1,4,4,5,Returning_Visitor,True,0
0,0.0,1,21.8872,10,459.7468,0.032719,0.078649,0.0,0.0,Feb,1,7,6,9,Returning_Visitor,False,0
0,0.0,0,0.0,8,277.1968,0.035619,0.071037,0.0,0.0,Oct,3,5,2,5,Returning_Visitor,False,0
4,109.1285,1,23.7945,23,1658.9432,0.000875,0.05165,0.0,1.0,Nov,1,1,8,15,Returning_Visitor,False,0
2,75.5063,0,0.0,9,373.761,0.022,0.05636,0.0,0.0,May,4,1,1,14,Returning_Visitor,False,0
5,112.8751,0,0.0,32,799.323,0.033755,0.057969,0.0,0.8,June,1,1,5,3,Returning_Visitor,False,0
1,23.1721,0,0.0,17,634.2147,0.026193,0.056588,0.0,0.0,Aug,1,2,5,6,Returning_Visitor,False,0
2,7.3205,1,53.8765,6,245.6248,0.029477,0.070756,0.0,0.0,May,4,2,3,2,Returning_Visitor,False,0
0,0.0,0,0.0,16,949.382,0.032253,0.056769,0.0,0.0,Aug,1,12,1,3,Returning_Visitor,True,0
0,0.0,1,30.7038,12,499.6877,0.035681,0.060755,0.0,0.0,May,1,2,3,13,Returning_Visitor,False,0
0,0.0,0,0.0,19,170.8479,0.011958,0.049384,0.0,0.0,Nov,4,2,1,12,Returning_Visitor,False,0
2,47.9311,0,0.0,13,696.7719,0.030483,0.105282,0.0,0.0,Oct,1,4,1,5,New_Visitor,True,0
1,58.6543,0,0.0,15,329.3098,0.040686,0.076968,0.0,0.0,Mar,2,3,3,8,Returning_Visitor,False,0
2,67.5062,0,0.0,24,338.2899,0.017487,0.057581,16.042239,0.0,Nov,1,1,3,19,Returning_Visitor,False,0
0,0.0,0,0.0,14,232.3107,0.031047,0.028501,19.938269,0.0,May,1,2,6,10,Returning_Visitor,False,0
1,12.7423,0,0.0,31,1520.1805,0.012829,0.044443,0.0,0.0,Dec,1,12,1,17,Returning_Visitor,False,0
2,24.4354,1,32.8446,15,433.8168,0.034195,0.054966,0.0,0.0,Aug,1,2,8,15,Returning_Visitor,False,0
1,27.1549,1,26.1782,9,150.4514,0.052462,0.074144,16.05815,0.0,Feb,2,1,3,7,Returning_Visitor,False,0
0,0.0,0,0.0,6,111.8174,0.064514,0.116408,0.0,0.0,Oct,6,1,4,5,Returning_Visitor,True,0
0,0.0,1,13.5794,8,285.6243,0.065977,0.084201,0.0,0.0,Mar,3,2,1,19,Returning_Visitor,False,0
0,0.0,1,10.6841,16,649.6405,0.007079,0.062713,9.367223,0.0,Nov,3,3,6,19,Returning_Visitor,False,0
6,71.5672,3,62.526,45,514.8814,0.000563,0.02238,21.862918,0.0,Dec,3,4,4,4,Returning_Visitor,False,1
2,22.8844,0,0.0,18,1668.7553,0.003432,0.027183,24.95751,0.0,Oct,3,1,1,15,Returning_Visitor,True,1
2,22.4924,0,0.0,4,236.962,0.017717,0.08891,0.0,0.0,June,2,3,3,4,Returning_Visitor,False,0
1,34.7814,1,7.5742,25,504.8182,0.042368,0.051649,0.0,0.0,Aug,8,12,2,17,Returning_Visitor,False,0
0,0.0,0,0.0,5,154.8037,0.048805,0.085899,0.0,0.0,May,2,2,9,1,Returning_Visitor,False,0
2,44.3457,1,37.1106,24,824.4929,0.025282,0.046268,49.870815,0.0,Mar,2,2,9,9,Returning_Visitor,False,1
2,18.9199,1,27.3956,17,543.3854,0.016137,0.041382,0.0,0.0,Nov,1,1,3,8,New_Visitor,False,0
0,0.0,0,0.0,10,397.1713,0.020069,0.061633,0.0,0.6,May,3,1,2,12,Returning_Visitor,False,0
1,13.0195,1,13.7145,28,1065.3744,0.001834,0.018669,140.229591,0.0,May,1,1,2,16,Returning_Visitor,False,1
1,24.284,0,0.0,32,430.0584,0.0,0.054461,7.40948,0.0,Mar,3,1,1,16,Returning_Visitor,False,1
1,59.1238,0,0.0,25,653.0679,0.003004,0.041819,6.72508,0.0,Dec,4,1,5,8,Returning_Visitor,False,0
1,20.6616,0,0.0,30,729.6338,0.030701,0.046441,1.56463,0.0,Dec,1,2,3,1,Returning_Visitor,False,0
2,30.6215,0,0.0,2,62.1111,0.058334,0.1235,0.0,0.0,May,1,1,3,19,Returning_Visitor,False,0
1,52.0914,0,0.0,23,528.6769,0.013086,0.034361,4.413547,0.0,May,5,10,1,8,Returning_Visitor,False,0
2,39.9343,2,11.5183,42,2363.1849,0.001064,0.021589,31.685992,0.0,Nov,1,7,1,19,Returning_Visitor,False,0
0,0.0,1,13.9384,15,515.1268,0.014446,0.048982,0.0,0.2,May,3,1,1,3,Returning_Visitor,True,0
5,89.2632,2,83.8508,32,482.6106,0.005594,0.027055,80.281975,0.0,Dec,1,7,2,15,Returning_Visitor,False,1
0,0.0,0,0.0,28,522.8551,0.013022,0.046845,28.143721,0.0,Nov,2,2,2,17,Returning_Visitor,False,0
1,25.0616,1,8.0239,29,421.4098,0.022667,0.056283,4.87298,0.0,Nov,5,5,6,4,Returning_Visitor,False,0
1,14.6702,0,0.0,14,682.0013,0.003997,0.066334,16.467479,0.0,Mar,2,2,5,20,Returning_Visitor,False,0
0,0.0,0,0.0,14,462.9561,0.034834,0.044684,105.229165,0.0,Oct,2,1,4,2,Returning_Visitor,True,1
2,44.179,0,0.0,18,442.0208,0.034056,0.071436,0.0,0.0,Dec,3,2,1,19,Returning_Visitor,True,0
1,14.384,1,18.4396,19,309.2081,0.021407,0.052049,0.0,0.0,May,1,2,3,5,Returning_Visitor,False,0
2,20.1721,1,57.0405,22,240.8439,0.019659,0.073976,0.0,0.0,Nov,1,3,9,19,Returning_Visitor,False,0
2,42.0188,1,28.3407,17,444.1507,0.018126,0.032737,6.208329,0.0,May,2,3,3,7,Returning_Visitor,False,0
2,54.1408,0,0.0,11,326.6742,0.037854,0.084797,0.0,0.0,Dec,4,2,3,8,Returning_Visitor,False,0
8,122.7541,0,0.0,33,1936.7972,0.009273,0.045385,4.567304,0.0,Sep,3,2,1,12,New_Visitor,True,0
2,45.9602,1,7.2703,17,447.1902,0.015531,0.051384,2.002696,0.0,Mar,2,4,1,11,Returning_Visitor,False,0
3,45.0377,0,0.0,40,717.8583,0.004333,0.025492,2.385213,0.0,May,1,3,3,18,Returning_Visitor,False,0
3,34.7702,1,12.0323,19,361.5202,0.025481,0.087137,0.0,0.0,Mar,1,2,6,8,Returning_Visitor,False,0
1,17.9908,0,0.0,9,146.0393,0.020683,0.076094,0.0,0.0,May,1,1,5,8,Returning_Visitor,False,0
2,41.7811,0,0.0,15,290.0389,0.043176,0.071825,0.0,0.0,Nov,7,10,6,8,Returning_Visitor,False,0
1,22.0534,1,10.887,18,282.7143,0.035777,0.074664,0.0,0.6,May,2,5,5,11,Returning_Visitor,True,0
0,0.0,0,0.0,10,876.2357,0.027757,0.089076,0.0,0.0,Dec,4,2,4,1,Returning_Visitor,False,0
0,0.0,2,17.7471,5,117.7177,0.056641,0.103573,54.964218,0.0,Mar,1,6,3,11,Returning_Visitor,False,0
2,48.1774,0,0.0,16,552.9239,0.035729,0.048218,0.0,0.0,Sep,2,2,2,12,Returning_Visitor,False,0
2,116.9768,0,0.0,19,239.5906,0.000807,0.015876,13.170828,0.0,Dec,1,2,6,8,Other,False,1
2,39.7564,0,0.0,16,295.1846,0.034988,0.046893,0.0,0.0,Sep,6,4,2,17,Returning_Visitor,False,0
3,94.1516,1,21.7364,52,10154.1589,0.0,0.004158,147.524599,0.0,Nov,1,1,3,1,Returning_Visitor,False,1
2,86.262,0,0.0,14,580.9526,0.002229,0.052651,0.0,0.0,Dec,1,2,9,8,New_Visitor,False,0
4,79.2322,0,0.0,11,302.9029,0.016315,0.068591,0.0,0.0,Sep,1,3,1,7,Returning_Visitor,False,0
1,8.6583,3,77.9757,19,418.6265,0.007414,0.060286,7.448256,0.0,Nov,1,6,2,18,Returning_Visitor,False,0
1,46.1718,3,84.3941,25,878.4972,0.0,0.032969,1.813332,0.0,Mar,1,2,1,15,Returning_Visitor,False,0
1,6.866,0,0.0,3,69.2084,0.053655,0.091314,0.0,0.0,May,8,1,2,9,New_Visitor,False,0
0,0.0,0,0.0,6,697.975,0.042258,0.093694,3.328821,0.0,May,6,3,7,7,Returning_Visitor,True,0
2,87.1312,2,26.5936,34,2365.083,0.004516,0.042139,15.498693,0.0,Nov,2,1,1,13,Returning_Visitor,True,1
2,42.8533,0,0.0,17,1677.3464,0.03573,0.057689,0.0,0.0,Sep,4,2,6,15,New_Visitor,False,0
2,11.5014,0,0.0,18,430.7571,0.00775,0.050464,3.925493,0.0,Aug,1,2,3,1,Returning_Visitor,False,0
3,41.1462,0,0.0,20,250.2069,0.010787,0.078829,0.0,0.0,Dec,5,5,3,20,New_Visitor,False,0
1,7.6442,1,27.8665,51,458.5457,0.007511,0.002253,0.0,0.0,Mar,1,1,9,13,Returning_Visitor,True,0
7,72.5113,1,69.1639,15,263.2626,0.002719,0.032086,0.0,0.0,Dec,2,3,2,9,New_Visitor,True,0
0,0.0,0,0.0,7,167.8115,0.069908,0.114566,0.0,0.0,Mar,1,2,2,6,Returning_Visitor,False,0
0,0.0,0,0.0,10,172.2618,0.025606,0.071213,0.0,0.0,May,6,2,4,13,Returning_Visitor,False,0
0,0.0,0,0.0,3,70.0063,0.048566,0.074781,0.0,0.0,Aug,1,2,3,17,Returning_Visitor,False,0
4,127.1813,0,0.0,12,311.0787,0.012621,0.003786,12.056212,0.2,May,1,1,2,18,Returning_Visitor,False,0
3,102.593,0,0.0,18,626.6931,0.01926,0.03423,0.0,0.0,Sep,1,3,7,1,Returning_Visitor,False,0
0,0.0,0,0.0,46,634.354,0.0,0.017913,22.690522,0.0,Nov,2,1,5,13,New_Visitor,False,1
1,28.1225,0,0.0,12,316.806,0.036563,0.08956,0.0,0.0,Nov,2,10,2,3,Returning_Visitor,False,0
2,84.8709,0,0.0,7,266.6373,0.026867,0.080561,0.0,0.0,Mar,3,1,1,6,Returning_Visitor,False,0
2,47.4249,1,20.0901,20,1973.3465,0.009427,0.06806,16.93667,0.0,Mar,4,11,1,17,Returning_Visitor,True,0
2,51.686,0,0.0,10,503.678,0.028187,0.069796,0.0,0.0,Mar,3,1,1,3,Returning_Visitor,False,0
1,47.9841,0,0.0,10,555.9105,0.005923,0.054735,0.0,0.0,May,2,1,9,9,Returning_Visitor,True,0
2,28.8779,1,115.2462,30,883.6243,0.001434,0.05499,12.05108,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
1,12.5392,4,21.5331,29,1256.0586,0.008728,0.023538,3.279016,0.0,May,7,2,9,6,Returning_Visitor,False,0
2,56.6491,1,52.5402,31,1674.1948,0.013387,0.020814,0.0,0.0,Nov,2,2,4,11,Returning_Visitor,False,0
0,0.0,1,31.2103,14,194.9587,0.025711,0.079517,0.0,0.0,Dec,1,2,3,1,Returning_Visitor,False,0
3,72.5338,0,0.0,31,743.0809,0.027772,0.032179,1.863885,0.0,Nov,2,1,6,19,Returning_Visitor,False,0
0,0.0,2,22.7706,14,505.1153,0.033099,0.070001,0.0,0.0,Feb,3,3,2,8,Returning_Visitor,True,0
3,149.6988,0,0.0,46,1492.1614,0.0,0.0,34.994266,0.0,Jul,6,2,1,2,Returning_Visitor,False,1
0,0.0,0,0.0,29,1322.6852,0.027914,0.03933,36.236582,0.0,Mar,1,2,1,16,New_Visitor,False,1
4,262.3222,1,41.6621,20,290.2358,0.04739,0.050969,105.15256,0.0,May,2,2,6,1,Returning_Visitor,False,0
2,42.1772,0,0.0,25,410.8667,0.0,0.036441,4.84549,0.0,May,2,2,3,11,Returning_Visitor,False,0
2,36.7908,0,0.0,24,667.531,0.000913,0.034326,30.417949,0.0,Dec,3,1,2,7,Returning_Visitor,False,0
0,0.0,0,0.0,23,349.2297,0.006572,0.03832,17.160885,0.0,Aug,1,3,5,3,Returning_Visitor,False,0
5,30.7759,0,0.0,15,608.544,0.029733,0.053115,1.439831,0.0,May,5,2,3,7,New_Visitor,False,0
0,0.0,1,24.8999,16,113.0077,0.028394,0.049951,0.0,0.0,Sep,1,1,2,8,Returning_Visitor,False,0
5,113.7295,0,0.0,14,394.7368,0.030648,0.035263,0.0,0.0,Dec,1,1,7,8,Returning_Visitor,False,0
0,0.0,0,0.0,23,476.9443,0.024903,0.021868,24.121095,0.0,Mar,3,1,3,7,Returning_Visitor,False,0
1,19.7337,0,0.0,10,487.6632,0.039872,0.067289,0.0,0.0,Nov,1,5,4,3,Returning_Visitor,False,0
1,28.7641,0,0.0,9,159.6198,0.009925,0.047545,24.41869,0.0,May,1,2,4,3,Returning_Visitor,True,0
2,39.4005,2,29.3651,19,934.5231,0.021299,0.053925,0.0,0.0,Mar,6,1,1,20,Returning_Visitor,False,0
1,17.4001,1,11.3657,13,256.1823,0.026917,0.057777,25.037594,0.0,Nov,2,3,9,8,Returning_Visitor,True,0
2,51.2309,1,44.2784,16,779.0472,0.0,0.02848,51.86061,0.0,Feb,6,2,1,20,Returning_Visitor,False,1
1,14.6188,0,0.0,10,1894.9857,0.002111,0.040713,0.0,0.0,Oct,1,2,2,3,New_Visitor,False,0
2,159.712,0,0.0,10,694.4003,0.023473,0.093424,0.0,0.0,Mar,1,4,2,15,Returning_Visitor,False,0
1,5.9708,0,0.0,23,371.2032,0.015033,0.068988,0.0,0.0,Aug,1,3,9,15,New_Visitor,False,0
2,23.6949,0,0.0,9,126.9572,0.026655,0.090408,23.488257,0.0,Aug,1,2,3,11,Returning_Visitor,False,0
3,47.3788,0,0.0,9,224.9067,0.028615,0.074014,0.0,0.0,Nov,2,2,2,5,Returning_Visitor,True,0
1,17.5532,0,0.0,13,282.6562,0.011582,0.069195,8.263507,0.0,Nov,7,1,2,5,Returning_Visitor,True,0
2,23.5137,0,0.0,5,92.0194,0.030173,0.068742,0.0,0.0,Sep,1,2,1,6,Returning_Visitor,False,0
2,16.8845,0,0.0,39,3008.9163,0.0,0.005093,38.201619,0.0,May,3,1,1,14,Returning_Visitor,False,1
2,33.2154,1,9.3407,10,1157.8549,0.016293,0.058254,0.0,0.0,Mar,2,1,1,4,New_Visitor,False,0
0,0.0,0,0.0,5,226.6891,0.054567,0.082679,0.0,0.0,Aug,1,2,2,4,Returning_Visitor,False,0
1,17.4657,0,0.0,19,690.5072,0.018966,0.046422,0.0,0.0,May,1,1,1,16,Returning_Visitor,True,0
2,71.6457,1,31.3128,49,1295.0855,0.0,0.025252,54.605268,0.0,Mar,2,1,9,1,Returning_Visitor,True,1
0,0.0,0,0.0,14,285.3026,0.034196,0.075207,0.0,0.0,Dec,1,13,1,19,Returning_Visitor,True,0
0,0.0,0,0.0,9,446.8133,0.0,0.060198,0.0,0.0,May,2,1,6,16,Returning_Visitor,False,0
2,31.9865,0,0.0,21,318.7122,0.020383,0.052032,21.296103,0.0,Feb,3,4,6,4,Returning_Visitor,False,0
1,19.5891,1,4.6458,49,1731.1476,0.0,0.032122,15.970482,0.0,Nov,1,3,1,4,Returning_Visitor,True,1
4,253.7107,2,50.653,8,164.0589,0.001373,0.086079,0.0,0.0,Jul,1,1,1,11,Returning_Visitor,False,0
2,24.9306,2,33.7658,8,554.8181,0.021014,0.055438,0.0,0.8,Oct,3,1,4,9,Returning_Visitor,False,0
2,15.4402,0,0.0,2,39.3044,0.029456,0.112365,0.0,0.0,Mar,2,2,8,19,Returning_Visitor,False,0
0,0.0,0,0.0,13,207.5456,0.033409,0.040984,0.0,0.0,May,2,1,3,7,Returning_Visitor,False,0
0,0.0,0,0.0,13,213.425,0.018513,0.041643,0.0,0.0,Sep,1,3,2,19,Returning_Visitor,False,0
4,93.9422,0,0.0,37,1496.3947,0.010411,0.019106,1.100697,0.0,May,4,1,1,12,Returning_Visitor,True,0
3,71.9478,1,60.7562,15,307.4783,0.018149,0.065877,11.08871,0.0,Oct,2,1,5,3,Returning_Visitor,False,0
5,104.9687,1,21.9003,18,587.8073,0.0,0.057277,15.288868,0.0,May,7,2,1,9,Returning_Visitor,True,0
0,0.0,0,0.0,15,410.1055,0.032559,0.04999,0.0,0.0,Mar,3,1,1,12,New_Visitor,False,0
2,20.9808,1,33.4427,29,755.1619,0.0,0.045833,8.558814,0.0,Feb,2,1,1,6,Returning_Visitor,False,0
3,68.4817,0,0.0,10,110.2629,0.034934,0.062716,0.0,0.0,May,2,1,4,11,Returning_Visitor,False,0
